timestamp,direction,port,arb_id,arb_dev_type,arb_mfr,api_class,api_index,device_id,payload_hex,description
2026-03-08T19:52:31.017791,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 97 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:31.029791,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
2026-03-08T19:52:31.038801,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 9a 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:31.048801,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
2026-03-08T19:52:31.058321,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 9b 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:31.069320,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
2026-03-08T19:52:31.077851,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 99 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:31.088851,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
2026-03-08T19:52:31.097847,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 9d 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:31.109844,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
2026-03-08T19:52:31.117845,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 9c 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:31.128846,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
2026-03-08T19:52:31.138860,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 9d 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:31.148857,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
2026-03-08T19:52:31.151861,RX,COM7,0x0205b869,0x2,0x05,0x2e,0x1,41,00 00 00 20 00 41 00 00,"Status frame 1 (new)"
